recall,precision
0.0,1.0
0.005025125628140704,1.0
0.010050251256281407,1.0
0.01507537688442211,1.0
0.020100502512562814,1.0
0.02512562814070352,1.0
0.03015075376884422,1.0
0.035175879396984924,1.0
0.04020100502512563,1.0
0.04522613065326633,1.0
0.05025125628140704,1.0
0.05527638190954774,1.0
0.06030150753768844,1.0
0.06532663316582915,1.0
0.07035175879396985,1.0
0.07537688442211056,1.0
0.08040201005025126,1.0
0.08542713567839195,1.0
0.09045226130653267,1.0
0.09547738693467336,1.0
0.10050251256281408,0.9992462311557789
0.10552763819095477,0.9917085427135678
0.11055276381909548,0.9841708542713569
0.11557788944723618,0.9766331658291456
0.12060301507537688,0.9714572864321609
0.12562814070351758,0.9669346733668341
0.1306532663316583,0.9624120603015076
0.135678391959799,0.9605116491548653
0.1407035175879397,0.961608040201005
0.1457286432160804,0.9627044312471448
0.15075376884422112,0.9637734125171311
0.15577889447236182,0.9646870717222477
0.16080402010050251,0.965600730927364
0.1658291457286432,0.9665143901324805
0.1708542713567839,0.9673109135420693
0.17587939698492464,0.9680840097925525
0.18090452261306533,0.9688571060430358
0.18592964824120603,0.9695731404274117
0.19095477386934673,0.9702357943563975
0.19597989949748745,0.9708984482853829
0.20100502512562815,0.9715434314429288
0.20603015075376885,0.9721177315147165
0.21105527638190955,0.9726920315865041
0.21608040201005024,0.9732663316582915
0.22110552763819097,0.9737772194304858
0.22613065326633167,0.9742797319932999
0.23115577889447236,0.974782244556114
0.23618090452261306,0.9752512562814071
0.24120603015075376,0.9756946497191841
0.24623115577889448,0.9761380431569613
0.25125628140703515,0.9765691201103557
0.2562814070351759,0.976963247610602
0.2613065326633166,0.9773573751108483
0.2663316582914573,0.9777515026110948
0.271356783919598,0.9749801639777835
0.2763819095477387,0.9719827206206471
0.2814070351758794,0.9689852772635106
0.2864321608040201,0.968140703517588
0.2914572864321608,0.9686344000705279
0.2964824120603015,0.9691280966234682
0.30150753768844224,0.9696074356746136
0.3065326633165829,0.9700532738882381
0.31155778894472363,0.9704991121018626
0.3165829145728643,0.9709449503154872
0.32160804020100503,0.9685266157627966
0.32663316582914576,0.966059735908982
0.3316582914572864,0.9635928560551676
0.33668341708542715,0.9615741042876721
0.3417085427135678,0.9597794165633362
0.34673366834170855,0.9579847288390002
0.35175879396984927,0.9560894988777882
0.35678391959798994,0.9540075476195206
0.36180904522613067,0.951925596361253
0.36683417085427134,0.9499332448194149
0.37185929648241206,0.9505392850540326
0.3768844221105528,0.9511453252886508
0.38190954773869346,0.9517513655232686
0.3869346733668342,0.9509519023689877
0.3919597989949749,0.9495967750842123
0.3969849246231156,0.9482416477994366
0.4020100502512563,0.9476587179931488
0.40703517587939697,0.9482340844045922
0.4120603015075377,0.9488094508160355
0.4170854271356784,0.9492409615650962
0.4221105527638191,0.9480900600279476
0.4271356783919598,0.9469391584907987
0.4321608040201005,0.9457882569536501
0.4371859296482412,0.945936190167427
0.44221105527638194,0.9464794209140942
0.4472361809045226,0.9470226516607616
0.45226130653266333,0.9475501668665764
0.457286432160804,0.9480584741891274
0.4623115577889447,0.9485667815116784
0.46733668341708545,0.9481884473208165
0.4723618090452261,0.942046943292772
0.47738693467336685,0.9359054392647274
0.4824120603015075,0.9297639352366828
0.48743718592964824,0.9262599787928043
0.49246231155778897,0.9233481248678203
0.49748743718592964,0.9204362709428361
0.5025125628140703,0.9184922365916345
0.507537688442211,0.9175160218142155
0.5125628140703518,0.9165398070367965
0.5175879396984925,0.9158702301375421
0.5226130653266332,0.9165665856046552
0.5276381909547738,0.9172629410717684
0.5326633165829145,0.9179592965388818
0.5376884422110553,0.9170862500392504
0.542713567839196,0.9159717570831967
0.5477386934673367,0.9148572641271429
0.5527638190954774,0.913925195379484
0.5577889447236181,0.9131423828023302
0.5628140703517588,0.9123595702251762
0.5678391959798995,0.9119169028136203
0.5728643216080402,0.9125918552318847
0.577889447236181,0.9132668076501492
0.5829145728643216,0.9139417600684139
0.5879396984924623,0.9133104047172553
0.592964824120603,0.9125602941143311
0.5979899497487438,0.911810183511407
0.6030150753768845,0.9118950535345345
0.6080402010050251,0.9125365773083629
0.6130653266331658,0.9131781010821916
0.6180904522613065,0.9131971262141011
0.6231155778894473,0.9116415959576276
0.628140703517588,0.9100860657011539
0.6331658291457286,0.9085305354446802
0.6381909547738693,0.9049057079840791
0.6432160804020101,0.9012095254474733
0.6482412060301508,0.8975133429108677
0.6532663316582915,0.8960849353541714
0.6582914572864321,0.8958776374020421
0.6633165829145728,0.8956703394499126
